# ----------------------------------------
# gd-math-71c48
# Assessment Drop Analysis-Free-form 1
# 20260125-20260325
# ----------------------------------------

Segment,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Production Only,Totals,Totals,Totals,Totals
identifyFoodSet1ViaAudio,1,0,0,0,1,202,0.5882352941176471,21,0,0,0,0,1,101,0.5882352941176471,21
identifyVehiclesAndCrockeryViaAudio,1,0,0,0,1,118.5,0.7297297297297297,20,0,0,0,0,1,59.25,0.7297297297297297,20
introducingAudioTileInCount,1,0,0,0,1,6,1,0,0,0,0,0,1,3,1,0
introducingAudioTileInObjects,1,0,0,0,1,5,1,0,0,0,0,0,1,2.5,1,0
introducingSplitAndFill1,1,0,0,0,1,55.5,0.6956521739130435,7,0,0,0,0,1,27.75,0.6956521739130435,7
longVersusRoundMatch,1,0,0,0,0,0,0,0,1,16,1,0,1,8,1,0
lookAndTell1000To9999Set3,1,0,0,0,0,0,0,0,1,132,0.3,7,1,66,0.3,7
matchAllColorsByAudio,1,0,0,0,0,0,0,0,1,14,0.6,2,1,7,0.6,2
matchAnimalSet3And4,1,0,0,0,0,0,0,0,1,175,0.8333333333333334,5,1,87.5,0.8333333333333334,5
matchAnimalWaterInTakeInL,1,0,0,0,1,131.5,0.8695652173913043,3,0,0,0,0,1,52.6,0.8695652173913043,3
matchAudioCount3To5,1,0,0,0,0,0,0,0,1,24,0.5,4,1,12,0.5,4
matchAudioNumber3To5,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0
matchAudioNumber50To70,1,0,0,0,1,168,0.5869565217391305,19,0,0,0,0,1,56,0.5869565217391305,19
matchAudioNumber7To9,1,0,0,0,1,66.5,0.825,7,0,0,0,0,1,16.625,0.825,7
matchAudioNumberUpTo20Again,1,0,0,0,1,107,0.7647058823529411,12,0,0,0,0,1,53.5,0.7647058823529411,12
matchBasicShapesViaAudio,1,0,0,0,1,144,0.9375,4,0,0,0,0,1,72,0.9375,4
matchColorObjectsSet2,1,0,0,0,0,0,0,0,1,207,0.6206896551724138,11,1,103.5,0.6206896551724138,11
matchColorTilesSet3And4,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0
matchColorTilesTwo,1,0,0,0,1,60.5,1,0,0,0,0,0,1,30.25,1,0
matchCombinedCurrency2,1,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0
matchEdgesCorners1,1,0,0,0,1,32.5,0.9090909090909091,2,0,0,0,0,1,16.25,0.9090909090909091,2
matchEdgesCornersAll,1,0,0,0,0,0,0,0,1,25,1,0,1,12.5,1,0
matchFlipVertical,1,0,0,0,0,0,0,0,1,5,0,0,1,2.5,0,0
matchFractionWithImage2,1,0,0,0,1,83.5,0.7272727272727273,15,0,0,0,0,1,41.75,0.7272727272727273,15
matchFruitWithCombinedCurrency6,1,0,0,0,0,0,0,0,1,31,0.8333333333333334,1,1,15.5,0.8333333333333334,1
matchFruitWithCountPictograph,1,0,0,0,0,0,0,0,1,129,0.9,2,1,64.5,0.9,2
matchGrayFlipHorizontal,1,0,0,0,1,28.5,1,0,0,0,0,0,1,14.25,1,0
matchGrayFlipVertical,1,0,0,0,1,238,0.8888888888888888,3,0,0,0,0,1,79.33333333333333,0.8888888888888888,3
matchGrayScaleEffect3,1,0,0,0,1,23.5,0.96,1,0,0,0,0,1,11.75,0.96,1
matchHeavierLighterSameObject,1,0,0,0,1,61.5,0.8695652173913043,6,0,0,0,0,1,30.75,0.8695652173913043,6
matchHundredsTensAudioFrom10to999,1,0,0,0,1,46,1,0,0,0,0,0,1,23,1,0
matchInsideOutsideFirst,1,0,0,0,0,0,0,0,1,5,0,0,1,2.5,0,0
matchLeftRightSecond,1,0,0,0,0,0,0,0,1,93,0.8888888888888888,1,1,46.5,0.8888888888888888,1
matchMonthToNumber,1,0,0,0,0,0,0,0,1,39,0,8,1,19.5,0,8
matchNumber0To5Count,1,0,0,0,1,20,0.9375,1,0,0,0,0,1,10,0.9375,1
matchNumberAudioRepeat1To10,1,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0
matchObjectByColorViaAudio4,1,0,0,0,0,0,0,0,1,44,0.3333333333333333,6,1,22,0.3333333333333333,6
matchObjectSetFirst,1,0,0,0,0,0,0,0,1,35,1,0,1,17.5,1,0
matchObjectWithFraction3,1,0,0,0,0,0,0,0,1,44,0.5263157894736842,9,1,22,0.5263157894736842,9
matchObjectsViaAudioOfColorSet1,1,0,0,0,1,84,0.8666666666666667,6,0,0,0,0,1,33.6,0.8666666666666667,6
matchOnUnderFirst,1,0,0,0,0,0,0,0,1,3,0,0,1,1.5,0,0
matchOnUnderSecond,1,0,0,0,1,27.5,0.875,2,0,0,0,0,1,13.75,0.875,2
matchRankWithYear,1,0,0,0,0,0,0,0,1,146,0,10,1,73,0,10
matchTensOnesWithAudio50To99,1,0,0,0,1,73,0.8823529411764706,4,0,0,0,0,1,36.5,0.8823529411764706,4
matchTopBottomThird,1,0,0,0,0,0,0,0,1,49,0.8,2,1,24.5,0.8,2
matrixMultiplicationRandomNumbers3,1,0,0,0,0,0,0,0,1,18,0.5,4,1,9,0.5,4
mergeAndFillAdditionB1To3From5To7,1,0,0,0,0,0,0,0,1,35,0,5,1,17.5,0,5
mergeCount1To5,1,0,0,0,1,148.5,0.975609756097561,3,0,0,0,0,1,74.25,0.975609756097561,3
mergeCount3To5,1,0,0,0,1,112.5,1,0,0,0,0,0,1,56.25,1,0
missingARandomAAndB50To99,1,0,0,0,0,0,0,0,1,6,0,0,1,3,0,0
mixedFractionImageMatching1,1,0,0,0,1,20,1,0,0,0,0,0,1,10,1,0
multiplication8Table,1,0,0,0,1,65,0.5581395348837209,19,0,0,0,0,1,32.5,0.5581395348837209,19
order9To12,1,0,0,0,0,0,0,0,1,34.6,0.4634146341463415,22,1,17.3,0.4634146341463415,22
orderObjectsBasedOnWeight,1,0,0,0,1,24,1,0,0,0,0,0,1,12,1,0
orderUpToFiveCount,1,0,0,0,0,0,0,0,1,15,0,1,1,7.5,0,1
orderUpToThreeAudio,1,0,0,0,0,0,0,0,1,63,0.6666666666666666,4,1,31.5,0.6666666666666666,4
orderUpToThreeCount,1,0,0,0,0,0,0,0,1,41,1,0,1,20.5,1,0
orderYears,1,0,0,0,0,0,0,0,1,69,0.5416666666666666,11,1,34.5,0.5416666666666666,11
orderingBasedOnMass,1,0,0,0,1,143,0.8450704225352113,11,0,0,0,0,1,71.5,0.8450704225352113,11
orderingBasedOnSize,1,0,0,0,1,75,0.9375,4,0,0,0,0,1,37.5,0.9375,4
patternBasicBirds,1,0,0,0,0,0,0,0,1,4.5,0,0,1,2.25,0,0
patternBasicFoods,1,0,0,0,0,0,0,0,1,90,0.5294117647058824,16,1,45,0.5294117647058824,16
patternBasicShapes,1,0,0,0,1,149,0.8333333333333334,16,0,0,0,0,1,74.5,0.8333333333333334,16
patternFruits,1,0,0,0,0,0,0,0,1,187,0.7297297297297297,10,1,93.5,0.7297297297297297,10
patternLines,1,0,0,0,1,77.5,1,0,0,0,0,0,1,38.75,1,0
patternSameEmptyFullShapes,1,0,0,0,1,59.5,0.8372093023255814,7,0,0,0,0,1,29.75,0.8372093023255814,7
patternwithRotatedFilledShapes,1,0,0,0,1,84.5,0.7878787878787878,14,0,0,0,0,1,42.25,0.7878787878787878,14
recognizingActivity,1,0,0,0,1,95,0.9375,2,0,0,0,0,1,31.666666666666668,0.9375,2
recognizingLongAndShortWithAudio,1,0,0,0,1,131,0.6153846153846154,25,0,0,0,0,1,65.5,0.6153846153846154,25
reviseSsWithStaticBas1BXMissingUpTo9,1,0,0,0,0,0,0,0,1,506,0,0,1,253,0,0
rollSlideMatching,1,0,0,0,0,0,0,0,1,29,1,0,1,14.5,1,0
sequenceGrowthCompartments,1,0,0,0,1,142,0.921875,5,0,0,0,0,1,71,0.921875,5
sequenceGrowthEdges,1,0,0,0,0,0,0,0,1,28,1,0,1,14,1,0
sequenceImageGrowth,1,0,0,0,1,108,0.5,9,0,0,0,0,1,54,0.5,9
sequenceWithTimeEventsDecreasing,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0
sequencingNumber10To30,1,0,0,0,0,0,0,0,1,136,0.6153846153846154,10,1,68,0.6153846153846154,10
sequencingNumber50To70,1,0,0,0,1,237,0.8235294117647058,9,0,0,0,0,1,79,0.8235294117647058,9
simpleIdentificationFoodSet2,1,0,0,0,1,71,1,0,0,0,0,0,1,17.75,1,0
simpleIdentificationFruitsOverall,1,0,0,0,1,42.75,0.9411764705882353,3,0,0,0,0,1,21.375,0.9411764705882353,3
simpleIdentificationVegetablesSet4,1,0,0,0,1,116,0.75,6,0,0,0,0,1,38.666666666666664,0.75,6
smallBigUpTo50Operator,1,0,0,0,0,0,0,0,1,102,1,0,1,51,1,0
sortAndStack9sAnd12sBoth,1,0,0,0,0,0,0,0,1,54,0.6666666666666666,7,1,27,0.6666666666666666,7
ssFormHundredsA3BOnes,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0,0
ssMultiplication13,1,0,0,0,0,0,0,0,1,51,0.8571428571428571,2,1,17,0.8571428571428571,2
ssMultiplication32,1,0,0,0,1,482,0.7924528301886793,22,0,0,0,0,1,241,0.7924528301886793,22
ssMultiplication33,1,0,0,0,1,158,0.6129032258064516,12,0,0,0,0,1,52.666666666666664,0.6129032258064516,12
ssMultiplication35,1,0,0,0,0,0,0,0,1,543,0.45161290322580644,51,1,271.5,0.45161290322580644,51
ssRandomMissingSubtractionUpTo20,1,0,0,0,0,0,0,0,1,30,0.8571428571428571,1,1,15,0.8571428571428571,1
ssSubtractBas1XUpTo9,1,0,0,0,0,0,0,0,1,620,0,0,1,310,0,0
ssWithoutCarry1to99RandomAB,1,0,0,0,1,14.5,1,0,0,0,0,0,1,7.25,1,0
ssXUpTo9MissingX,1,0,0,0,0,0,0,0,1,15,0.6666666666666666,1,1,7.5,0.6666666666666666,1
stackAnimalsByCategory,1,0,0,0,0,0,0,0,1,54,0.7777777777777778,2,1,27,0.7777777777777778,2
stackBasicShapes,1,0,0,0,0,0,0,0,1,56,1,0,1,28,1,0
stackColorTilesTwo,1,0,0,0,0,0,0,0,1,61,0.75,2,1,8.714285714285714,0.75,2
stackFoodAndToysOverall,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0
stackFoodAndToysSet1,1,0,0,0,1,81,0.8888888888888888,1,0,0,0,0,1,40.5,0.8888888888888888,1
stackFoodAndToysSet1And2,1,0,0,0,0,0,0,0,1,111,0.55,9,1,55.5,0.55,9
stackLivingAndNonLivingThingsAL,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
stackMultiStick7To9,1,0,0,0,1,49,0.7272727272727273,9,0,0,0,0,1,16.333333333333332,0.7272727272727273,9
stackRedAndYellowSet1,1,0,0,0,1,72,0.9523809523809523,2,0,0,0,0,1,36,0.9523809523809523,2
stackSquareAndCircle,1,0,0,0,0,0,0,0,1,13,1,0,1,6.5,1,0
stackTensAndOnes20UpTo50,1,0,0,0,1,163,0.8015267175572519,26,0,0,0,0,1,81.5,0.8015267175572519,26
stackTensAndOnes20UpTo50Audio,1,0,0,0,1,84,0.5675675675675675,16,0,0,0,0,1,28,0.5675675675675675,16
stackVerticalAndHorizontalSymmetry,1,0,0,0,0,0,0,0,1,36,0,3,1,18,0,3
stackYellowAndGreenAndRed,1,0,0,0,0,0,0,0,1,24,1,0,1,12,1,0
subtractionByFillUpTo9,1,0,0,0,0,0,0,0,1,6,0,0,1,3,0,0
tensAndOnesAudio10To50,1,0,0,0,0,0,0,0,1,9,1,0,1,4.5,1,0
twoDigitMultiplication3,1,0,0,0,1,45,0.78125,7,0,0,0,0,1,22.5,0.78125,7
verticalSmartChartWithFruits,1,0,0,0,1,38.5,0.5609756097560976,18,0,0,0,0,1,19.25,0.5609756097560976,18
withCarryFrom100To499B3,1,0,0,0,0,0,0,0,1,32.5,0,17,1,16.25,0,17
writeLevel1To9,1,0,0,0,0,0,0,0,1,13,0,0,1,6.5,0,0
writeLevel5To9,1,0,0,0,0,0,0,0,1,23,0,0,1,11.5,0,0
zeroOnePatternTextHard,1,0,0,0,1,108,0.5454545454545454,5,0,0,0,0,1,54,0.5454545454545454,5
addingToNumber20ToGetUpTo30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dataCollectionFruitCount,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fractionMultiplication2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
groupAdditionOf4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
identifyFruitsSet1ViaAudio,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
introducingMergeFraction1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
makeThousand1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matchAudioByColorSet4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matchCountNumber3To5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matchInsideOutsideFour,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matchObjectByColorViaAudio3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matchShapeSquareAndCircle,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
matchTopBottomSecond,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
patternWith3Repeat,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
readBarChart6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
smallBigFrom50To99Operators,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ssMultiplication34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
twoDigitMultiplication4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0

